source,tissue,dataset,cell_type,manual_broadtype,method,agreement,broadtype
HCL,NA,HCL,Mast cell,granulocyte,ScType,0.5,granulocyte
HCL,NA,HCL,hESC,stem cell,GPT-4,0,stromal cell
HCL,NA,HCL,hESC,stem cell,GPT-4-mar2023,0,neuron
HCL,NA,HCL,hESC,stem cell,GPT-3.5,0,epithelial cell
HCL,NA,HCL,hESC,stem cell,CellMarker2.0,0,epithelial cell
HCL,NA,HCL,hESC,stem cell,SingleR,0.5,stem cell
HCL,NA,HCL,hESC,stem cell,ScType,0,neuron
HCL,NA,HCL,Fetal endocrine cell,secretory cell,GPT-4,1,secretory cell
HCL,NA,HCL,Fetal endocrine cell,secretory cell,GPT-4-mar2023,0,epithelial cell
HCL,NA,HCL,Fetal endocrine cell,secretory cell,GPT-3.5,0.5,secretory cell
HCL,NA,HCL,Fetal endocrine cell,secretory cell,CellMarker2.0,0,blood vessel cell
HCL,NA,HCL,Fetal endocrine cell,secretory cell,SingleR,0,stem cell
HCL,NA,HCL,Fetal endocrine cell,secretory cell,ScType,0,epithelial cell
HCL,NA,HCL,Immature sertoli cell (Pre-Sertoli cell),epithelial cell,GPT-4,0.5,epithelial cell
HCL,NA,HCL,Immature sertoli cell (Pre-Sertoli cell),epithelial cell,GPT-4-mar2023,0.5,epithelial cell
HCL,NA,HCL,Immature sertoli cell (Pre-Sertoli cell),epithelial cell,GPT-3.5,0,t/nk cell
HCL,NA,HCL,Immature sertoli cell (Pre-Sertoli cell),epithelial cell,CellMarker2.0,0,fibroblast
HCL,NA,HCL,Immature sertoli cell (Pre-Sertoli cell),epithelial cell,SingleR,0,stem cell
HCL,NA,HCL,Immature sertoli cell (Pre-Sertoli cell),epithelial cell,ScType,0,mesenchymal cell
HCL,NA,HCL,Myeloid cell,myeloid cell,GPT-4,0,t/nk cell
HCL,NA,HCL,Myeloid cell,myeloid cell,GPT-4-mar2023,0,t/nk cell
HCL,NA,HCL,Myeloid cell,myeloid cell,GPT-3.5,0,dendritic cell
HCL,NA,HCL,Myeloid cell,myeloid cell,CellMarker2.0,0,endothelial cell
HCL,NA,HCL,Myeloid cell,myeloid cell,SingleR,0,macrophage/monocyte
HCL,NA,HCL,Myeloid cell,myeloid cell,ScType,0,t/nk cell
HCL,NA,HCL,Fetal Neuron,neuron,GPT-4,0,astrocyte
HCL,NA,HCL,Fetal Neuron,neuron,GPT-4-mar2023,0,"astrocyte,oligodendrocyte"
HCL,NA,HCL,Fetal Neuron,neuron,GPT-3.5,0,epithelial cell
HCL,NA,HCL,Fetal Neuron,neuron,CellMarker2.0,0,uterus cell
HCL,NA,HCL,Fetal Neuron,neuron,SingleR,1,neuron
HCL,NA,HCL,Fetal Neuron,neuron,ScType,0,glial cell
HCL,NA,HCL,Chondrocyte,stromal cell,GPT-4,1,stromal cell
HCL,NA,HCL,Chondrocyte,stromal cell,GPT-4-mar2023,1,stromal cell
HCL,NA,HCL,Chondrocyte,stromal cell,GPT-3.5,0,granulocyte
HCL,NA,HCL,Chondrocyte,stromal cell,CellMarker2.0,0,progenitor cell
HCL,NA,HCL,Chondrocyte,stromal cell,SingleR,1,stromal cell
HCL,NA,HCL,Chondrocyte,stromal cell,ScType,0,endothelial cell
HCL,NA,HCL,Kidney intercalated cell,epithelial cell,GPT-4,0,osteoblast
HCL,NA,HCL,Kidney intercalated cell,epithelial cell,GPT-4-mar2023,0,osteoblast
HCL,NA,HCL,Kidney intercalated cell,epithelial cell,GPT-3.5,0,b cell
HCL,NA,HCL,Kidney intercalated cell,epithelial cell,CellMarker2.0,0,t/nk cell
HCL,NA,HCL,Kidney intercalated cell,epithelial cell,SingleR,0,macrophage/monocyte
HCL,NA,HCL,Kidney intercalated cell,epithelial cell,ScType,0,antigen presenting cell
HCL,NA,HCL,Adrenal gland inflammatory cell,epithelial cell,GPT-4,0,fat cell
HCL,NA,HCL,Adrenal gland inflammatory cell,epithelial cell,GPT-4-mar2023,0,fat cell
HCL,NA,HCL,Adrenal gland inflammatory cell,epithelial cell,GPT-3.5,0,fat cell
HCL,NA,HCL,Adrenal gland inflammatory cell,epithelial cell,CellMarker2.0,0,fat cell
HCL,NA,HCL,Adrenal gland inflammatory cell,epithelial cell,SingleR,0.5,epithelial cell
HCL,NA,HCL,Adrenal gland inflammatory cell,epithelial cell,ScType,0.5,epithelial cell
MCA,NA,MCA,Proliferating Myocyte,muscle cell,GPT-4,0,astrocyte
MCA,NA,MCA,Proliferating Myocyte,muscle cell,GPT-4-mar2023,0,fibroblast
MCA,NA,MCA,Proliferating Myocyte,muscle cell,GPT-3.5,0,stem cell
MCA,NA,MCA,Proliferating Myocyte,muscle cell,CellMarker2.0,0,eye cell
MCA,NA,MCA,Proliferating Myocyte,muscle cell,SingleR,0,fibroblast
MCA,NA,MCA,Proliferating Myocyte,muscle cell,ScType,0,mesenchymal cell
MCA,NA,MCA,Myocyte,muscle cell,GPT-4,0.5,muscle cell
MCA,NA,MCA,Myocyte,muscle cell,GPT-4-mar2023,0.5,muscle cell
MCA,NA,MCA,Myocyte,muscle cell,GPT-3.5,0.5,muscle cell
MCA,NA,MCA,Myocyte,muscle cell,CellMarker2.0,0,progenitor cell
MCA,NA,MCA,Myocyte,muscle cell,SingleR,0,fibroblast
MCA,NA,MCA,Myocyte,muscle cell,ScType,0,fibroblast
MCA,NA,MCA,T cell,t/nk cell,GPT-4,1,t/nk cell
MCA,NA,MCA,T cell,t/nk cell,GPT-4-mar2023,0.5,t/nk cell
MCA,NA,MCA,T cell,t/nk cell,GPT-3.5,1,t/nk cell
MCA,NA,MCA,T cell,t/nk cell,CellMarker2.0,0,mesenchymal cell
MCA,NA,MCA,T cell,t/nk cell,SingleR,1,t/nk cell
MCA,NA,MCA,T cell,t/nk cell,ScType,0.5,t/nk cell
MCA,NA,MCA,Neuron,neuron,GPT-4,1,neuron
MCA,NA,MCA,Neuron,neuron,GPT-4-mar2023,1,neuron
MCA,NA,MCA,Neuron,neuron,GPT-3.5,1,neuron
MCA,NA,MCA,Neuron,neuron,CellMarker2.0,0.5,neuron
MCA,NA,MCA,Neuron,neuron,SingleR,1,neuron
MCA,NA,MCA,Neuron,neuron,ScType,1,neuron
MCA,NA,MCA,MSC (Cultured),stem cell,GPT-4,0,fibroblast
MCA,NA,MCA,MSC (Cultured),stem cell,GPT-4-mar2023,0,macrophage/monocyte
MCA,NA,MCA,MSC (Cultured),stem cell,GPT-3.5,0,fibroblast
MCA,NA,MCA,MSC (Cultured),stem cell,CellMarker2.0,0,adventitial cell
MCA,NA,MCA,MSC (Cultured),stem cell,SingleR,0,fibroblast
MCA,NA,MCA,MSC (Cultured),stem cell,ScType,0,fibroblast
MCA,NA,MCA,mESC,stem cell,GPT-4,0,embryonic cell
MCA,NA,MCA,mESC,stem cell,GPT-4-mar2023,1,stem cell
MCA,NA,MCA,mESC,stem cell,GPT-3.5,0,germ cell
MCA,NA,MCA,mESC,stem cell,CellMarker2.0,0,heart cell
MCA,NA,MCA,mESC,stem cell,SingleR,0,erythroid cell
MCA,NA,MCA,mESC,stem cell,ScType,0,
MCA,NA,MCA,Testicular cell,testis cell,GPT-4,0,germ cell
MCA,NA,MCA,Testicular cell,testis cell,GPT-4-mar2023,0,germ cell
MCA,NA,MCA,Testicular cell,testis cell,GPT-3.5,0,germ cell
MCA,NA,MCA,Testicular cell,testis cell,CellMarker2.0,0,
MCA,NA,MCA,Testicular cell,testis cell,SingleR,0,epithelial cell
MCA,NA,MCA,Testicular cell,testis cell,ScType,0,ciliated cell
MCA,NA,MCA,Trophoblast stem cell,stem cell,GPT-4,0,germ cell
MCA,NA,MCA,Trophoblast stem cell,stem cell,GPT-4-mar2023,0,extraembryonic cell
MCA,NA,MCA,Trophoblast stem cell,stem cell,GPT-3.5,0,germ cell
MCA,NA,MCA,Trophoblast stem cell,stem cell,CellMarker2.0,0,extraembryonic cell
MCA,NA,MCA,Trophoblast stem cell,stem cell,SingleR,0,fibroblast
MCA,NA,MCA,Trophoblast stem cell,stem cell,ScType,0,ureteric bud cell
MCA,NA,MCA,Prostate gland cell,prostate cell,GPT-4,0,pancreatic cell
MCA,NA,MCA,Prostate gland cell,prostate cell,GPT-4-mar2023,0,epithelial cell
MCA,NA,MCA,Prostate gland cell,prostate cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Prostate gland cell,prostate cell,CellMarker2.0,0,esophagus cell
MCA,NA,MCA,Prostate gland cell,prostate cell,SingleR,0,epithelial cell
MCA,NA,MCA,Prostate gland cell,prostate cell,ScType,0,
MCA,NA,MCA,Chondrocyte,stromal cell,GPT-4,1,stromal cell
MCA,NA,MCA,Chondrocyte,stromal cell,GPT-4-mar2023,1,stromal cell
MCA,NA,MCA,Chondrocyte,stromal cell,GPT-3.5,1,stromal cell
MCA,NA,MCA,Chondrocyte,stromal cell,CellMarker2.0,0,
MCA,NA,MCA,Chondrocyte,stromal cell,SingleR,0.5,fibroblast
MCA,NA,MCA,Chondrocyte,stromal cell,ScType,0,endothelial cell
MCA,NA,MCA,Neutrophil,granulocyte,GPT-4,1,granulocyte
MCA,NA,MCA,Neutrophil,granulocyte,GPT-4-mar2023,1,granulocyte
MCA,NA,MCA,Neutrophil,granulocyte,GPT-3.5,1,granulocyte
MCA,NA,MCA,Neutrophil,granulocyte,CellMarker2.0,0,progenitor cell
MCA,NA,MCA,Neutrophil,granulocyte,SingleR,0.5,granulocyte
MCA,NA,MCA,Neutrophil,granulocyte,ScType,1,granulocyte
MCA,NA,MCA,Monocyte,macrophage/monocyte,GPT-4,0,granulocyte
MCA,NA,MCA,Monocyte,macrophage/monocyte,GPT-4-mar2023,0,granulocyte
MCA,NA,MCA,Monocyte,macrophage/monocyte,GPT-3.5,0,erythroid cell
MCA,NA,MCA,Monocyte,macrophage/monocyte,CellMarker2.0,0,immune cell
MCA,NA,MCA,Monocyte,macrophage/monocyte,SingleR,1,macrophage/monocyte
MCA,NA,MCA,Monocyte,macrophage/monocyte,ScType,0,granulocyte
MCA,NA,MCA,Erythroblast,erythroid cell,GPT-4,0,progenitor cell
MCA,NA,MCA,Erythroblast,erythroid cell,GPT-4-mar2023,0.5,erythroid cell
MCA,NA,MCA,Erythroblast,erythroid cell,GPT-3.5,0,pancreatic cell
MCA,NA,MCA,Erythroblast,erythroid cell,CellMarker2.0,0.5,erythroid cell
MCA,NA,MCA,Erythroblast,erythroid cell,SingleR,0.5,erythroid cell
MCA,NA,MCA,Erythroblast,erythroid cell,ScType,1,erythroid cell
MCA,NA,MCA,Stomach epithelial cell,epithelial cell,GPT-4,0,stomach cell
MCA,NA,MCA,Stomach epithelial cell,epithelial cell,GPT-4-mar2023,1,epithelial cell
MCA,NA,MCA,Stomach epithelial cell,epithelial cell,GPT-3.5,0.5,epithelial cell
MCA,NA,MCA,Stomach epithelial cell,epithelial cell,CellMarker2.0,0,mucosal cell
MCA,NA,MCA,Stomach epithelial cell,epithelial cell,SingleR,0.5,epithelial cell
MCA,NA,MCA,Stomach epithelial cell,epithelial cell,ScType,0.5,epithelial cell
MCA,NA,MCA,Endothelial cell,endothelial cell,GPT-4,1,endothelial cell
MCA,NA,MCA,Endothelial cell,endothelial cell,GPT-4-mar2023,1,endothelial cell
MCA,NA,MCA,Endothelial cell,endothelial cell,GPT-3.5,0,fat cell
MCA,NA,MCA,Endothelial cell,endothelial cell,CellMarker2.0,0,progenitor cell
MCA,NA,MCA,Endothelial cell,endothelial cell,SingleR,1,endothelial cell
MCA,NA,MCA,Endothelial cell,endothelial cell,ScType,1,endothelial cell
MCA,NA,MCA,Secretory alveoli cell,secretory cell,GPT-4,0,breast cell
MCA,NA,MCA,Secretory alveoli cell,secretory cell,GPT-4-mar2023,0,epithelial cell
MCA,NA,MCA,Secretory alveoli cell,secretory cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Secretory alveoli cell,secretory cell,CellMarker2.0,0,epithelial cell
MCA,NA,MCA,Secretory alveoli cell,secretory cell,SingleR,0,epithelial cell
MCA,NA,MCA,Secretory alveoli cell,secretory cell,ScType,0,"erythroid cell,progenitor cell"
MCA,NA,MCA,Oligodendrocyte,oligodendrocyte,GPT-4,1,oligodendrocyte
MCA,NA,MCA,Oligodendrocyte,oligodendrocyte,GPT-4-mar2023,1,oligodendrocyte
MCA,NA,MCA,Oligodendrocyte,oligodendrocyte,GPT-3.5,1,oligodendrocyte
MCA,NA,MCA,Oligodendrocyte,oligodendrocyte,CellMarker2.0,0.5,glial cell
MCA,NA,MCA,Oligodendrocyte,oligodendrocyte,SingleR,1,oligodendrocyte
MCA,NA,MCA,Oligodendrocyte,oligodendrocyte,ScType,1,oligodendrocyte
MCA,NA,MCA,Proliferative neuron,neuron,GPT-4,0,astrocyte
MCA,NA,MCA,Proliferative neuron,neuron,GPT-4-mar2023,0,astrocyte
MCA,NA,MCA,Proliferative neuron,neuron,GPT-3.5,0,astrocyte
MCA,NA,MCA,Proliferative neuron,neuron,CellMarker2.0,0,epithelial cell
MCA,NA,MCA,Proliferative neuron,neuron,SingleR,0.5,neuron
MCA,NA,MCA,Proliferative neuron,neuron,ScType,0,radial glial cell
MCA,NA,MCA,Stromal cell,stromal cell,GPT-4,0.5,fibroblast
MCA,NA,MCA,Stromal cell,stromal cell,GPT-4-mar2023,0,myofibroblast cell
MCA,NA,MCA,Stromal cell,stromal cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Stromal cell,stromal cell,CellMarker2.0,0,progenitor cell
MCA,NA,MCA,Stromal cell,stromal cell,SingleR,0.5,fibroblast
MCA,NA,MCA,Stromal cell,stromal cell,ScType,0.5,fibroblast
MCA,NA,MCA,B cell,b cell,GPT-4,1,b cell
MCA,NA,MCA,B cell,b cell,GPT-4-mar2023,1,b cell
MCA,NA,MCA,B cell,b cell,GPT-3.5,1,b cell
MCA,NA,MCA,B cell,b cell,CellMarker2.0,0,eye cell
MCA,NA,MCA,B cell,b cell,SingleR,1,b cell
MCA,NA,MCA,B cell,b cell,ScType,0.5,b cell
MCA,NA,MCA,Macrophage,macrophage/monocyte,GPT-4,1,macrophage/monocyte
MCA,NA,MCA,Macrophage,macrophage/monocyte,GPT-4-mar2023,0,microglia
MCA,NA,MCA,Macrophage,macrophage/monocyte,GPT-3.5,0,platelet
MCA,NA,MCA,Macrophage,macrophage/monocyte,CellMarker2.0,0.5,macrophage/monocyte
MCA,NA,MCA,Macrophage,macrophage/monocyte,SingleR,0.5,macrophage/monocyte
MCA,NA,MCA,Macrophage,macrophage/monocyte,ScType,0.5,macrophage/monocyte
MCA,NA,MCA,Primordial germ cell,germ cell,GPT-4,0.5,germ cell
MCA,NA,MCA,Primordial germ cell,germ cell,GPT-4-mar2023,0.5,germ cell
MCA,NA,MCA,Primordial germ cell,germ cell,GPT-3.5,0.5,germ cell
MCA,NA,MCA,Primordial germ cell,germ cell,CellMarker2.0,0,stem cell
MCA,NA,MCA,Primordial germ cell,germ cell,SingleR,0,erythroid cell
MCA,NA,MCA,Primordial germ cell,germ cell,ScType,0,mesenchymal cell
MCA,NA,MCA,Intestinal epithelial cell,epithelial cell,GPT-4,1,epithelial cell
MCA,NA,MCA,Intestinal epithelial cell,epithelial cell,GPT-4-mar2023,1,epithelial cell
MCA,NA,MCA,Intestinal epithelial cell,epithelial cell,GPT-3.5,0.5,epithelial cell
MCA,NA,MCA,Intestinal epithelial cell,epithelial cell,CellMarker2.0,1,epithelial cell
MCA,NA,MCA,Intestinal epithelial cell,epithelial cell,SingleR,0,macrophage/monocyte
MCA,NA,MCA,Intestinal epithelial cell,epithelial cell,ScType,0,
MCA,NA,MCA,Dendritic cell,dendritic cell,GPT-4,0.5,antigen presenting cell
MCA,NA,MCA,Dendritic cell,dendritic cell,GPT-4-mar2023,1,dendritic cell
MCA,NA,MCA,Dendritic cell,dendritic cell,GPT-3.5,0.5,macrophage/monocyte
MCA,NA,MCA,Dendritic cell,dendritic cell,CellMarker2.0,0.5,dendritic cell
MCA,NA,MCA,Dendritic cell,dendritic cell,SingleR,0.5,macrophage/monocyte
MCA,NA,MCA,Dendritic cell,dendritic cell,ScType,0.5,dendritic cell
MCA,NA,MCA,Erythroid progenitor,progenitor cell,GPT-4,0,erythroid cell
MCA,NA,MCA,Erythroid progenitor,progenitor cell,GPT-4-mar2023,0,erythroid cell
MCA,NA,MCA,Erythroid progenitor,progenitor cell,GPT-3.5,0,germ cell
MCA,NA,MCA,Erythroid progenitor,progenitor cell,CellMarker2.0,0,erythroid cell
MCA,NA,MCA,Erythroid progenitor,progenitor cell,SingleR,0,erythroid cell
MCA,NA,MCA,Erythroid progenitor,progenitor cell,ScType,0,erythroid cell
MCA,NA,MCA,Alveolar type II cell,epithelial cell,GPT-4,1,epithelial cell
MCA,NA,MCA,Alveolar type II cell,epithelial cell,GPT-4-mar2023,1,epithelial cell
MCA,NA,MCA,Alveolar type II cell,epithelial cell,GPT-3.5,0,b cell
MCA,NA,MCA,Alveolar type II cell,epithelial cell,CellMarker2.0,0,
MCA,NA,MCA,Alveolar type II cell,epithelial cell,SingleR,0.5,epithelial cell
MCA,NA,MCA,Alveolar type II cell,epithelial cell,ScType,1,epithelial cell
MCA,NA,MCA,Proximal tubule brush border cell,epithelial cell,GPT-4,0.5,epithelial cell
MCA,NA,MCA,Proximal tubule brush border cell,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
MCA,NA,MCA,Proximal tubule brush border cell,epithelial cell,GPT-3.5,0,neuron
MCA,NA,MCA,Proximal tubule brush border cell,epithelial cell,CellMarker2.0,0.5,epithelial cell
MCA,NA,MCA,Proximal tubule brush border cell,epithelial cell,SingleR,0.5,epithelial cell
MCA,NA,MCA,Proximal tubule brush border cell,epithelial cell,ScType,0.5,epithelial cell
MCA,NA,MCA,Myeloid progenitor cell,progenitor cell,GPT-4,0,granulocyte
MCA,NA,MCA,Myeloid progenitor cell,progenitor cell,GPT-4-mar2023,0,granulocyte
MCA,NA,MCA,Myeloid progenitor cell,progenitor cell,GPT-3.5,0,muscle cell
MCA,NA,MCA,Myeloid progenitor cell,progenitor cell,CellMarker2.0,0.5,progenitor cell
MCA,NA,MCA,Myeloid progenitor cell,progenitor cell,SingleR,0,macrophage/monocyte
MCA,NA,MCA,Myeloid progenitor cell,progenitor cell,ScType,0,megakaryocyte
MCA,NA,MCA,Cumulus cell,epithelial cell,GPT-4,0.5,epithelial cell
MCA,NA,MCA,Cumulus cell,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
MCA,NA,MCA,Cumulus cell,epithelial cell,GPT-3.5,0,fibroblast
MCA,NA,MCA,Cumulus cell,epithelial cell,CellMarker2.0,0,macroglial cell
MCA,NA,MCA,Cumulus cell,epithelial cell,SingleR,0.5,endothelial cell
MCA,NA,MCA,Cumulus cell,epithelial cell,ScType,0,
MCA,NA,MCA,Myoblast,progenitor cell,GPT-4,0,muscle cell
MCA,NA,MCA,Myoblast,progenitor cell,GPT-4-mar2023,0,muscle cell
MCA,NA,MCA,Myoblast,progenitor cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Myoblast,progenitor cell,CellMarker2.0,0,eye cell
MCA,NA,MCA,Myoblast,progenitor cell,SingleR,0,fibroblast
MCA,NA,MCA,Myoblast,progenitor cell,ScType,0,fibroblast
MCA,NA,MCA,Adipocyte,fat cell,GPT-4,1,fat cell
MCA,NA,MCA,Adipocyte,fat cell,GPT-4-mar2023,1,fat cell
MCA,NA,MCA,Adipocyte,fat cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Adipocyte,fat cell,CellMarker2.0,0,stem cell
MCA,NA,MCA,Adipocyte,fat cell,SingleR,1,fat cell
MCA,NA,MCA,Adipocyte,fat cell,ScType,0,epithelial cell
MCA,NA,MCA,Urothelium,epithelial cell,GPT-4,0.5,epithelial cell
MCA,NA,MCA,Urothelium,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
MCA,NA,MCA,Urothelium,epithelial cell,GPT-3.5,0,granulocyte
MCA,NA,MCA,Urothelium,epithelial cell,CellMarker2.0,0.5,epithelial cell
MCA,NA,MCA,Urothelium,epithelial cell,SingleR,0.5,epithelial cell
MCA,NA,MCA,Urothelium,epithelial cell,ScType,0.5,epithelial cell
MCA,NA,MCA,Epithelial cell,epithelial cell,GPT-4,0,extraembryonic cell
MCA,NA,MCA,Epithelial cell,epithelial cell,GPT-4-mar2023,0,extraembryonic cell
MCA,NA,MCA,Epithelial cell,epithelial cell,GPT-3.5,0.5,epithelial cell
MCA,NA,MCA,Epithelial cell,epithelial cell,CellMarker2.0,0,hepatobiliary cell
MCA,NA,MCA,Epithelial cell,epithelial cell,SingleR,0.5,epithelial cell
MCA,NA,MCA,Epithelial cell,epithelial cell,ScType,0.5,epithelial cell
MCA,NA,MCA,Sertoli cells,epithelial cell,GPT-4,0,salivary gland cell
MCA,NA,MCA,Sertoli cells,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
MCA,NA,MCA,Sertoli cells,epithelial cell,GPT-3.5,0,osteoblast
MCA,NA,MCA,Sertoli cells,epithelial cell,CellMarker2.0,0,stem cell
MCA,NA,MCA,Sertoli cells,epithelial cell,SingleR,0,neuron
MCA,NA,MCA,Sertoli cells,epithelial cell,ScType,0,progenitor cell
MCA,NA,MCA,Endothelial Cell,endothelial cell,GPT-4,0,dendritic cell
MCA,NA,MCA,Endothelial Cell,endothelial cell,GPT-4-mar2023,0,macrophage/monocyte
MCA,NA,MCA,Endothelial Cell,endothelial cell,GPT-3.5,0.5,epithelial cell
MCA,NA,MCA,Endothelial Cell,endothelial cell,CellMarker2.0,0,leukocyte
MCA,NA,MCA,Endothelial Cell,endothelial cell,SingleR,1,endothelial cell
MCA,NA,MCA,Endothelial Cell,endothelial cell,ScType,1,endothelial cell
MCA,NA,MCA,Muscle cell,muscle cell,GPT-4,0.5,muscle cell
MCA,NA,MCA,Muscle cell,muscle cell,GPT-4-mar2023,0,fibroblast
MCA,NA,MCA,Muscle cell,muscle cell,GPT-3.5,0,fat cell
MCA,NA,MCA,Muscle cell,muscle cell,CellMarker2.0,0,progenitor cell
MCA,NA,MCA,Muscle cell,muscle cell,SingleR,0,fibroblast
MCA,NA,MCA,Muscle cell,muscle cell,ScType,0,fibroblast
MCA,NA,MCA,Trophoblast progenitor cell,progenitor cell,GPT-4,0,germ cell
MCA,NA,MCA,Trophoblast progenitor cell,progenitor cell,GPT-4-mar2023,0,epithelial cell
MCA,NA,MCA,Trophoblast progenitor cell,progenitor cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Trophoblast progenitor cell,progenitor cell,CellMarker2.0,0,extraembryonic cell
MCA,NA,MCA,Trophoblast progenitor cell,progenitor cell,SingleR,0,macrophage/monocyte
MCA,NA,MCA,Trophoblast progenitor cell,progenitor cell,ScType,0.5,progenitor cell
MCA,NA,MCA,Osteoblast,osteoblast,GPT-4,1,osteoblast
MCA,NA,MCA,Osteoblast,osteoblast,GPT-4-mar2023,1,osteoblast
MCA,NA,MCA,Osteoblast,osteoblast,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Osteoblast,osteoblast,CellMarker2.0,0,interstitial cell
MCA,NA,MCA,Osteoblast,osteoblast,SingleR,0.5,fibroblast
MCA,NA,MCA,Osteoblast,osteoblast,ScType,0.5,fibroblast
MCA,NA,MCA,Smooth muscle cell,muscle cell,GPT-4,1,muscle cell
MCA,NA,MCA,Smooth muscle cell,muscle cell,GPT-4-mar2023,1,muscle cell
MCA,NA,MCA,Smooth muscle cell,muscle cell,GPT-3.5,0,erythroid cell
MCA,NA,MCA,Smooth muscle cell,muscle cell,CellMarker2.0,0,pericyte
MCA,NA,MCA,Smooth muscle cell,muscle cell,SingleR,0,fibroblast
MCA,NA,MCA,Smooth muscle cell,muscle cell,ScType,0,fibroblast
MCA,NA,MCA,Luteal cell,stromal cell,GPT-4,0.5,stromal cell
MCA,NA,MCA,Luteal cell,stromal cell,GPT-4-mar2023,0.5,stromal cell
MCA,NA,MCA,Luteal cell,stromal cell,GPT-3.5,0,granulocyte
MCA,NA,MCA,Luteal cell,stromal cell,CellMarker2.0,0,epithelial cell
MCA,NA,MCA,Luteal cell,stromal cell,SingleR,0.5,fat cell
MCA,NA,MCA,Luteal cell,stromal cell,ScType,0,
MCA,NA,MCA,Renal tubular cell,kidney cell,GPT-4,1,kidney cell
MCA,NA,MCA,Renal tubular cell,kidney cell,GPT-4-mar2023,0,epithelial cell
MCA,NA,MCA,Renal tubular cell,kidney cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,Renal tubular cell,kidney cell,CellMarker2.0,0,epithelial cell
MCA,NA,MCA,Renal tubular cell,kidney cell,SingleR,0,endothelial cell
MCA,NA,MCA,Renal tubular cell,kidney cell,ScType,0,epithelial cell
MCA,NA,MCA,Premeiotic germ cell,germ cell,GPT-4,0.5,germ cell
MCA,NA,MCA,Premeiotic germ cell,germ cell,GPT-4-mar2023,0.5,germ cell
MCA,NA,MCA,Premeiotic germ cell,germ cell,GPT-3.5,0,dendritic cell
MCA,NA,MCA,Premeiotic germ cell,germ cell,CellMarker2.0,0.5,germ cell
MCA,NA,MCA,Premeiotic germ cell,germ cell,SingleR,0,erythroid cell
MCA,NA,MCA,Premeiotic germ cell,germ cell,ScType,0,t/nk cell
MCA,NA,MCA,NK/T cell,t/nk cell,GPT-4,0.5,t/nk cell
MCA,NA,MCA,NK/T cell,t/nk cell,GPT-4-mar2023,0.5,t/nk cell
MCA,NA,MCA,NK/T cell,t/nk cell,GPT-3.5,0.5,t/nk cell
MCA,NA,MCA,NK/T cell,t/nk cell,CellMarker2.0,0.5,t/nk cell
MCA,NA,MCA,NK/T cell,t/nk cell,SingleR,0.5,t/nk cell
MCA,NA,MCA,NK/T cell,t/nk cell,ScType,0.5,t/nk cell
MCA,NA,MCA,Granulosa cell,epithelial cell,GPT-4,1,epithelial cell
MCA,NA,MCA,Granulosa cell,epithelial cell,GPT-4-mar2023,0,interstitial cell
MCA,NA,MCA,Granulosa cell,epithelial cell,GPT-3.5,0,muscle cell
MCA,NA,MCA,Granulosa cell,epithelial cell,CellMarker2.0,0,
MCA,NA,MCA,Granulosa cell,epithelial cell,SingleR,0.5,endothelial cell
MCA,NA,MCA,Granulosa cell,epithelial cell,ScType,0.5,epithelial cell
MCA,NA,MCA,NK cell,t/nk cell,GPT-4,1,t/nk cell
MCA,NA,MCA,NK cell,t/nk cell,GPT-4-mar2023,1,t/nk cell
MCA,NA,MCA,NK cell,t/nk cell,GPT-3.5,0,epithelial cell
MCA,NA,MCA,NK cell,t/nk cell,CellMarker2.0,1,t/nk cell
MCA,NA,MCA,NK cell,t/nk cell,SingleR,1,t/nk cell
MCA,NA,MCA,NK cell,t/nk cell,ScType,0.5,t/nk cell
MCA,NA,MCA,Cardiac muscle cell,muscle cell,GPT-4,1,muscle cell
MCA,NA,MCA,Cardiac muscle cell,muscle cell,GPT-4-mar2023,1,muscle cell
MCA,NA,MCA,Cardiac muscle cell,muscle cell,GPT-3.5,0,macrophage/monocyte
MCA,NA,MCA,Cardiac muscle cell,muscle cell,CellMarker2.0,0.5,muscle cell
MCA,NA,MCA,Cardiac muscle cell,muscle cell,SingleR,1,muscle cell
MCA,NA,MCA,Cardiac muscle cell,muscle cell,ScType,0,epithelial cell
MCA,NA,MCA,Microglia,microglia,GPT-4,1,microglia
MCA,NA,MCA,Microglia,microglia,GPT-4-mar2023,1,microglia
MCA,NA,MCA,Microglia,microglia,GPT-3.5,0,stromal cell
MCA,NA,MCA,Microglia,microglia,CellMarker2.0,1,microglia
MCA,NA,MCA,Microglia,microglia,SingleR,1,microglia
MCA,NA,MCA,Microglia,microglia,ScType,1,microglia
MCA,NA,MCA,Gastric mucosa cell,epithelial cell,GPT-4,1,epithelial cell
